anio;mes;semana;dia;hora;subestacion;causa;subcausa;tipodispositivo;afectados
2022;2;7;3;16;5;10;14;6;5512
2022;2;7;4;17;23;10;14;6;1714
2022;2;7;5;20;18;10;14;6;2811
2022;2;7;6;14;24;10;14;6;3672
2022;2;7;7;16;22;14;18;6;1628
2022;2;7;7;17;16;14;43;6;753
2022;2;8;3;14;17;10;14;6;2522
2022;2;8;4;14;15;10;14;6;395
2022;2;8;5;12;15;10;14;6;2224
2022;2;9;1;15;23;10;14;6;4088
2022;2;9;1;17;5;14;43;6;5512
2022;2;9;1;20;5;14;24;6;5502
2022;2;9;1;20;16;14;43;6;3284
2022;2;9;6;15;18;10;14;6;9959
2022;2;9;7;20;20;10;14;6;3301
2022;3;10;2;11;24;10;14;6;3678
2022;3;10;2;14;7;13;2;6;2928
2022;3;10;3;14;16;14;43;6;2939
2022;3;10;3;16;26;10;14;6;3017
2022;3;10;3;20;12;10;14;6;360
2022;3;10;4;18;18;10;14;6;1790
2022;3;10;5;15;10;10;14;6;3528
2022;3;10;5;16;7;10;14;6;2939
2022;3;10;5;16;22;3;13;6;4785
2022;3;10;5;17;22;3;13;6;3917
2022;3;10;5;18;22;10;14;6;1641
2022;3;10;5;18;25;3;13;6;3508
2022;3;10;5;19;18;14;18;6;1596
2022;3;10;6;16;5;10;14;6;3157
2022;3;10;7;16;7;10;14;6;2942
2022;3;11;2;11;24;15;10;6;471
2022;3;11;4;14;15;14;43;6;1903
2022;3;11;5;17;24;14;43;6;3358
2022;3;11;6;12;7;10;14;6;3295
2022;3;11;6;15;18;3;13;6;1047
2022;3;11;6;16;12;10;14;6;619
2022;3;11;6;16;12;14;18;6;1216
2022;3;11;6;16;18;10;14;6;6
2022;3;11;7;16;13;3;13;6;2994
2022;3;11;7;16;13;3;46;6;978
2022;3;11;7;16;18;3;13;6;2840
2022;3;11;7;16;18;15;10;6;1283
2022;3;11;7;18;13;3;13;6;1913
2022;3;12;1;13;26;10;14;6;1910
2022;3;12;2;14;6;3;13;6;4053
2022;3;12;2;15;5;3;13;6;4720
2022;3;12;2;17;5;14;28;6;4450
2022;3;12;2;18;6;3;13;6;3391
2022;3;12;2;18;10;10;14;6;3529
2022;3;12;2;20;6;14;28;6;3391
2022;3;12;3;12;24;10;14;6;21
2022;3;12;3;14;16;10;14;6;5888
2022;3;12;3;15;24;14;18;6;22
2022;3;12;3;17;14;10;14;6;9676
2022;3;12;3;17;18;3;13;6;6216
2022;3;12;3;17;18;14;43;6;941
2022;3;12;4;14;11;10;14;6;4521
2022;3;12;4;16;5;14;43;6;8452
2022;3;12;4;16;15;14;43;6;393
2022;3;12;4;17;18;14;43;6;572
2022;3;12;5;14;15;14;16;6;370
2022;3;12;5;14;16;14;43;6;3285
2022;3;12;6;15;15;14;16;6;1895
2022;3;12;6;16;15;10;14;6;397
2022;3;12;6;16;21;10;14;6;10344
2022;3;12;6;16;22;10;14;6;6759
2022;3;13;1;14;25;10;14;6;3510
2022;3;13;4;17;16;14;18;6;3283
2022;3;14;3;14;16;14;43;6;6225
2022;3;14;3;15;10;3;13;6;3711
2022;3;14;3;15;10;14;43;6;3711
2022;3;14;3;16;10;10;14;6;3711
2022;3;14;4;14;21;14;24;6;1798
2022;4;14;5;14;16;14;43;6;3288
2022;4;14;5;15;16;14;43;6;2942
2022;4;15;1;14;21;14;43;6;8451
2022;4;15;2;11;11;14;43;6;5409
2022;4;15;2;13;18;10;14;6;6340
2022;4;15;2;16;18;14;43;6;13148
2022;4;15;3;14;24;14;43;6;3679
2022;4;15;4;11;18;14;43;6;5055
2022;4;15;4;17;24;1;4;6;239
2022;4;15;7;13;24;10;14;6;2920
2022;4;15;7;14;25;1;3;6;6075
2022;4;15;7;19;18;1;35;6;1046
2022;4;16;3;16;18;14;43;6;5083
2022;4;16;5;17;17;10;14;6;843
2022;4;17;1;14;7;10;14;6;7777
2022;4;17;1;16;16;14;43;6;2569
2022;4;17;3;15;23;14;43;6;4114
2022;4;17;4;15;5;14;43;6;968
2022;4;17;4;18;6;5;1;6;4818
2022;4;17;4;18;9;5;1;6;4456
2022;4;17;4;18;10;5;1;6;3740
2022;4;17;4;18;11;5;1;6;5411
2022;4;17;4;18;18;5;1;6;4339
2022;4;17;4;18;20;5;1;6;5583
2022;4;17;4;18;21;5;1;6;4182
2022;4;17;4;18;22;5;1;6;4761
2022;4;17;4;18;24;5;1;6;3920
2022;4;17;5;16;22;14;43;6;1800
2022;4;17;6;19;24;15;5;6;239
2022;4;17;7;11;15;14;43;6;1903
2022;4;18;1;11;24;1;29;6;2920
2022;4;18;3;15;15;14;2;6;1903
2022;4;18;3;16;24;14;2;6;2917
2022;4;18;5;12;24;14;2;6;5840
2022;4;18;5;19;24;14;43;6;2920
2022;4;18;6;11;23;14;2;6;4114
2022;4;18;6;14;11;1;3;6;3439
2022;5;18;7;20;11;10;14;6;4519
2022;5;18;7;20;11;14;18;6;4519
2022;5;19;1;15;25;14;43;6;3521
2022;5;19;3;15;11;14;24;6;5405
